timestamp,problem,problem_type,problem_size,algorithm,time_to_solve,tour_cost,valid_solution
2026-04-19T16:59:58.250987,data/uniform/10/0,uniform,10,TwoOpt,0.0021910667419433594,2.9030677377778753,True
2026-04-19T16:59:58.250531,data/uniform/10/0,uniform,10,Greedy,0.0019123554229736328,3.122388192989888,True
2026-04-19T16:59:58.257743,data/uniform/10/1,uniform,10,Greedy,0.0015926361083984375,4.030406245141585,True
2026-04-19T16:59:58.258053,data/uniform/10/1,uniform,10,TwoOpt,0.0023887157440185547,2.994882318802419,True
2026-04-19T16:59:58.260412,data/uniform/10/2,uniform,10,Greedy,0.0013256072998046875,3.4836762632172777,True
2026-04-19T16:59:58.263461,data/uniform/10/3,uniform,10,Greedy,0.000820159912109375,3.1195675678049457,True
2026-04-19T16:59:58.260776,data/uniform/10/2,uniform,10,TwoOpt,0.004491329193115234,3.213836782646952,True
2026-04-19T16:59:58.263328,data/uniform/10/3,uniform,10,TwoOpt,0.004580259323120117,2.848051142425816,True
2026-04-19T16:59:58.266343,data/uniform/10/4,uniform,10,Greedy,0.0009377002716064453,2.9971625541936957,True
2026-04-19T16:59:58.268646,data/uniform/10/5,uniform,10,Greedy,0.0008845329284667969,3.0246723255076704,True
2026-04-19T16:59:58.268407,data/uniform/10/7,uniform,10,Greedy,0.0009264945983886719,2.9156440169342144,True
2026-04-19T16:59:58.270453,data/uniform/10/6,uniform,10,Greedy,0.0007064342498779297,3.4943480503076243,True
2026-04-19T16:59:58.256240,data/uniform/10/0,uniform,10,Concorde,0.015610694885253906,2.9030677377778757,True
2026-04-19T16:59:58.266835,data/uniform/10/6,uniform,10,TwoOpt,0.005493640899658203,3.179857023051383,True
2026-04-19T16:59:58.259793,data/uniform/10/1,uniform,10,Concorde,0.012434244155883789,2.994882318802419,True
2026-04-19T16:59:58.270701,data/uniform/10/9,uniform,10,TwoOpt,0.005441427230834961,2.697633682684402,True
2026-04-19T16:59:58.274029,data/uniform/10/8,uniform,10,Greedy,0.0008378028869628906,3.2765656567839265,True
2026-04-19T16:59:58.268721,data/uniform/10/5,uniform,10,TwoOpt,0.0064694881439208984,2.982596717155548,True
2026-04-19T16:59:58.267385,data/uniform/10/4,uniform,10,TwoOpt,0.00625920295715332,2.763782562312968,True
2026-04-19T16:59:58.264658,data/uniform/10/3,uniform,10,Concorde,0.013103008270263672,2.848051142425816,True
2026-04-19T16:59:58.263175,data/uniform/10/2,uniform,10,Concorde,0.013724565505981445,3.213836782646952,True
2026-04-19T16:59:58.276495,data/uniform/10/9,uniform,10,Greedy,0.0008852481842041016,3.0024652166143913,True
2026-04-19T16:59:58.274737,data/uniform/10/8,uniform,10,TwoOpt,0.0027899742126464844,2.6629593951367374,True
2026-04-19T16:59:58.272850,data/uniform/10/7,uniform,10,TwoOpt,0.0036535263061523438,2.8148763800442946,True
2026-04-19T16:59:58.257403,data/uniform/10/0,uniform,10,IterativeLocalSearch,0.02052783966064453,2.9030677377778753,True
2026-04-19T16:59:58.270588,data/uniform/10/5,uniform,10,Concorde,0.009702682495117188,2.982596717155548,True
2026-04-19T16:59:58.272040,data/uniform/10/6,uniform,10,Concorde,0.008377552032470703,3.179857023051383,True
2026-04-19T16:59:58.265161,data/uniform/10/3,uniform,10,IterativeLocalSearch,0.015668869018554688,2.848051142425816,True
2026-04-19T16:59:58.268081,data/uniform/10/4,uniform,10,Concorde,0.014386653900146484,2.763782562312968,True
2026-04-19T16:59:58.276005,data/uniform/10/8,uniform,10,Concorde,0.0073697566986083984,2.662959395136737,True
2026-04-19T16:59:58.258668,data/uniform/10/1,uniform,10,IterativeLocalSearch,0.024674177169799805,2.994882318802419,True
2026-04-19T16:59:58.274572,data/uniform/10/7,uniform,10,Concorde,0.009972095489501953,2.8148763800442946,True
2026-04-19T16:59:58.262720,data/uniform/10/2,uniform,10,IterativeLocalSearch,0.024245500564575195,3.213836782646952,True
2026-04-19T16:59:58.269423,data/uniform/10/4,uniform,10,IterativeLocalSearch,0.02384018898010254,2.763782562312968,True
2026-04-19T16:59:58.271906,data/uniform/10/6,uniform,10,IterativeLocalSearch,0.02579784393310547,3.179857023051383,True
2026-04-19T16:59:58.275275,data/uniform/10/8,uniform,10,IterativeLocalSearch,0.030141592025756836,2.6629593951367374,True
2026-04-19T16:59:58.266277,data/uniform/10/5,uniform,10,IterativeLocalSearch,0.040361642837524414,2.982596717155548,True
2026-04-19T16:59:58.276200,data/uniform/10/9,uniform,10,IterativeLocalSearch,0.035015106201171875,2.697633682684402,True
2026-04-19T16:59:58.272928,data/uniform/10/7,uniform,10,IterativeLocalSearch,0.04041576385498047,2.8148763800442946,True
2026-04-19T16:59:58.252276,data/uniform/10/0,uniform,10,TabuSearch,0.06990385055541992,2.9030677377778753,True
2026-04-19T16:59:58.266496,data/uniform/10/4,uniform,10,TabuSearch,0.07286643981933594,2.7637825623129677,True
2026-04-19T16:59:58.274916,data/uniform/10/8,uniform,10,TabuSearch,0.0689997673034668,2.662959395136737,True
2026-04-19T16:59:58.383189,data/uniform/10/10,uniform,10,Greedy,0.00046753883361816406,2.9940979896285995,True
2026-04-19T16:59:58.385332,data/uniform/10/11,uniform,10,Greedy,0.0004322528839111328,3.465492150456051,True
2026-04-19T16:59:58.387467,data/uniform/10/12,uniform,10,Greedy,0.0008289813995361328,2.9693435178925816,True
2026-04-19T16:59:58.381873,data/uniform/10/10,uniform,10,TwoOpt,0.006102800369262695,2.8933564773779348,True
2026-04-19T16:59:58.386218,data/uniform/10/11,uniform,10,TwoOpt,0.002528667449951172,2.709437037608219,True
2026-04-19T16:59:58.390905,data/uniform/10/14,uniform,10,Greedy,0.00021958351135253906,2.372977182903065,True
2026-04-19T16:59:58.389635,data/uniform/10/13,uniform,10,Greedy,0.0005848407745361328,2.5411327431879513,True
2026-04-19T16:59:58.392401,data/uniform/10/15,uniform,10,Greedy,0.0003008842468261719,3.3587104530212892,True
2026-04-19T16:59:58.392760,data/uniform/10/15,uniform,10,TwoOpt,0.0007724761962890625,3.353133602035336,True
2026-04-19T16:59:58.388975,data/uniform/10/12,uniform,10,TwoOpt,0.005294322967529297,2.9693435178925816,True
2026-04-19T16:59:58.389823,data/uniform/10/13,uniform,10,TwoOpt,0.005497455596923828,2.3819857800856443,True
2026-04-19T16:59:58.381426,data/uniform/10/9,uniform,10,Concorde,0.013702392578125,2.697633682684401,True
2026-04-19T16:59:58.391758,data/uniform/10/14,uniform,10,TwoOpt,0.0046923160552978516,2.3203319343481903,True
2026-04-19T16:59:58.389098,data/uniform/10/12,uniform,10,Concorde,0.00845789909362793,2.969343517892581,True
2026-04-19T16:59:58.382673,data/uniform/10/10,uniform,10,Concorde,0.014226436614990234,2.8933564773779348,True
2026-04-19T16:59:58.260963,data/uniform/10/2,uniform,10,TabuSearch,0.13619160652160645,3.2138367826469514,True
2026-04-19T16:59:58.397623,data/uniform/10/16,uniform,10,Greedy,0.0002205371856689453,3.220121624613026,True
2026-04-19T16:59:58.387328,data/uniform/10/11,uniform,10,Concorde,0.011076927185058594,2.709437037608219,True
2026-04-19T16:59:58.397805,data/uniform/10/16,uniform,10,TwoOpt,0.0005335807800292969,2.908523081757241,True
2026-04-19T16:59:58.392175,data/uniform/10/14,uniform,10,Concorde,0.009389877319335938,2.3203319343481903,True
2026-04-19T16:59:58.399683,data/uniform/10/17,uniform,10,TwoOpt,0.0011954307556152344,2.90870822664705,True
2026-04-19T16:59:58.391114,data/uniform/10/13,uniform,10,Concorde,0.012429952621459961,2.361182455293331,True
2026-04-19T16:59:58.398989,data/uniform/10/17,uniform,10,Greedy,0.0006682872772216797,2.973348786391314,True
2026-04-19T16:59:58.258751,data/uniform/10/1,uniform,10,TabuSearch,0.14223670959472656,2.994882318802419,True
2026-04-19T16:59:58.396928,data/uniform/10/15,uniform,10,Concorde,0.008986949920654297,3.3531336020353355,True
2026-04-19T16:59:58.399540,data/uniform/10/16,uniform,10,Concorde,0.010326862335205078,2.908523081757241,True
2026-04-19T16:59:58.264599,data/uniform/10/3,uniform,10,TabuSearch,0.14569664001464844,2.848051142425815,True
